,loss,epoch,batch,running_loss,acc
0,0.6941845417022705,0,0,0.6941845417022705,0.5
0,0.6937166452407837,0,1,0.6937166452407837,0.5
0,0.6927032470703125,0,2,0.6927032470703125,0.515625
0,0.6955150365829468,0,3,0.6955150365829468,0.421875
0,0.6940991282463074,0,4,0.6940991282463074,0.421875
0,0.6936843395233154,0,5,0.6936843395233154,0.421875
0,0.6935775279998779,0,6,0.6935775279998779,0.46875
0,0.6915817260742188,0,7,0.6915817260742188,0.59375
0,0.6955337524414062,0,8,0.6955337524414062,0.40625
0,0.694825291633606,0,9,0.694825291633606,0.4375
0,0.6928383111953735,0,10,0.6928383111953735,0.515625
0,0.6951949596405029,0,11,0.6951949596405029,0.40625
0,0.693164587020874,0,12,0.693164587020874,0.5
0,0.6931465864181519,0,13,0.6931465864181519,0.5
0,0.6928199529647827,0,14,0.6928199529647827,0.578125
0,0.6930125951766968,0,15,0.6930125951766968,0.53125
0,0.6936883330345154,0,16,0.6936883330345154,0.328125
0,0.6930238008499146,0,17,0.6930238008499146,0.53125
0,0.6927217841148376,0,18,0.6927217841148376,0.546875
0,0.6918622851371765,0,19,0.6918622851371765,0.578125
0,0.6903639435768127,0,20,0.6903639435768127,0.609375
0,0.6909555196762085,0,21,0.6909555196762085,0.5625
0,0.6918847560882568,0,22,0.6918847560882568,0.53125
0,0.6897571086883545,0,23,0.6897571086883545,0.5625
0,0.6961431503295898,0,24,0.6961431503295898,0.46875
0,0.6952909231185913,0,25,0.6952909231185913,0.484375
0,0.6969751119613647,0,26,0.6969751119613647,0.46875
0,0.6957336664199829,0,27,0.6957336664199829,0.484375
0,0.686698317527771,0,28,0.686698317527771,0.578125
0,0.6944143772125244,0,29,0.6944143772125244,0.5
0,0.6847076416015625,0,30,0.6847076416015625,0.59375
0,0.6929130554199219,0,31,0.6929130554199219,0.515625
0,0.694747269153595,0,32,0.694747269153595,0.5
0,0.6911561489105225,0,33,0.6911561489105225,0.53125
0,0.7041367292404175,0,34,0.7041367292404175,0.421875
0,0.6966602802276611,0,35,0.6966602802276611,0.484375
0,0.6929919123649597,0,36,0.6929919123649597,0.515625
0,0.6894656419754028,0,37,0.6894656419754028,0.546875
0,0.6912473440170288,0,38,0.6912473440170288,0.53125
0,0.6912127733230591,0,39,0.6912127733230591,0.53125
0,0.6846813559532166,0,40,0.6846813559532166,0.59375
0,0.6961511373519897,0,41,0.6961511373519897,0.484375
0,0.6928214430809021,0,42,0.6928214430809021,0.515625
0,0.7059007287025452,0,43,0.7059007287025452,0.390625
0,0.6990463733673096,0,44,0.6990463733673096,0.453125
0,0.6927587389945984,0,45,0.6927587389945984,0.515625
0,0.6927564144134521,0,46,0.6927564144134521,0.515625
0,0.6962747573852539,0,47,0.6962747573852539,0.46875
0,0.6958544254302979,0,48,0.6958544254302979,0.46875
0,0.694562554359436,0,49,0.694562554359436,0.484375
0,0.6917850375175476,0,50,0.6917850375175476,0.53125
0,0.6947738528251648,0,51,0.6947738528251648,0.46875
0,0.6955632567405701,0,52,0.6955632567405701,0.4375
0,0.6935399770736694,0,53,0.6935399770736694,0.484375
0,0.6928209066390991,0,54,0.6928209066390991,0.515625
0,0.6924152374267578,0,55,0.6924152374267578,0.578125
