,loss,epoch,batch,running_loss
0,0.6911880373954773,0,0,0.6911880373954773
0,0.7275918126106262,0,1,1.4187798500061035
0,0.7120386362075806,0,2,2.130818486213684
0,0.7275822162628174,0,3,2.8584007024765015
0,0.7119600772857666,0,4,3.570360779762268
0,0.7067924737930298,0,5,4.277153253555298
0,0.7067604660987854,0,6,4.983913719654083
0,0.7170377373695374,0,7,5.700951457023621
0,0.6859288215637207,0,8,6.386880278587341
0,0.7171024084091187,0,9,7.10398268699646
0,0.7014808654785156,1,0,0.7014808654785156
0,0.6963872909545898,1,1,1.3978681564331055
0,0.7119470238685608,1,2,2.1098151803016663
0,0.6912029385566711,1,3,2.8010181188583374
0,0.696409285068512,1,4,3.4974274039268494
0,0.7118178606033325,1,5,4.209245264530182
0,0.6757071018218994,1,6,4.884952366352081
0,0.6808343529701233,1,7,5.565786719322205
0,0.6911580562591553,1,8,6.25694477558136
0,0.716820478439331,1,9,6.973765254020691
0,0.6911851167678833,2,0,0.6911851167678833
0,0.685956597328186,2,1,1.3771417140960693
0,0.6911331415176392,2,2,2.0682748556137085
0,0.6909176707267761,2,3,2.7591925263404846
0,0.6962032318115234,2,4,3.455395758152008
0,0.6962361931800842,2,5,4.151631951332092
0,0.7065143585205078,2,6,4.8581463098526
0,0.7167106866836548,2,7,5.574856996536255
0,0.7217323184013367,2,8,6.2965893149375916
0,0.6911233067512512,2,9,6.987712621688843
0,0.7320275902748108,3,0,0.7320275902748108
0,0.7217063903808594,3,1,1.4537339806556702
0,0.7166048288345337,3,2,2.170338809490204
0,0.7114803791046143,3,3,2.881819188594818
0,0.7114449739456177,3,4,3.593264162540436
0,0.7164791822433472,3,5,4.309743344783783
0,0.7011216282844543,3,6,5.010864973068237
0,0.7267154455184937,3,7,5.737580418586731
0,0.6859815716743469,3,8,6.423561990261078
0,0.6859861016273499,3,9,7.109548091888428
0,0.7265444993972778,4,0,0.7265444993972778
0,0.73679518699646,4,1,1.4633396863937378
0,0.7062405943870544,4,2,2.1695802807807922
0,0.7570052146911621,4,3,2.9265854954719543
0,0.7467042207717896,4,4,3.673289716243744
0,0.6960772275924683,4,5,4.369366943836212
0,0.7263897657394409,4,6,5.095756709575653
0,0.6757391691207886,4,7,5.771495878696442
0,0.6908494234085083,4,8,6.46234530210495
0,0.7111951112747192,4,9,7.173540413379669
0,0.7363513112068176,5,0,0.7363513112068176
0,0.6960070133209229,5,1,1.4323583245277405
0,0.7513856291770935,5,2,2.183743953704834
0,0.7010206580162048,5,3,2.884764611721039
0,0.7211965918540955,5,4,3.6059612035751343
0,0.7111175060272217,5,5,4.317078709602356
0,0.7060650587081909,5,6,5.023143768310547
0,0.7461075782775879,5,7,5.769251346588135
0,0.7360697984695435,5,8,6.505321145057678
0,0.6959239840507507,5,9,7.201245129108429
0,0.6958775520324707,6,0,0.6958775520324707
0,0.670894980430603,6,1,1.3667725324630737
0,0.725938081741333,6,2,2.0927106142044067
0,0.7058520317077637,6,3,2.7985626459121704
0,0.7108524441719055,6,4,3.509415090084076
0,0.6858088970184326,6,5,4.1952239871025085
0,0.7406567335128784,6,6,4.935880720615387
0,0.7407704591751099,6,7,5.676651179790497
0,0.7207354307174683,6,8,6.397386610507965
0,0.6857655048370361,6,9,7.083152115345001
0,0.7157418727874756,7,0,0.7157418727874756
0,0.7307182550430298,7,1,1.4464601278305054
0,0.6659438610076904,7,2,2.112403988838196
0,0.6808308362960815,7,3,2.7932348251342773
0,0.6809068322181702,7,4,3.4741416573524475
0,0.6758122444152832,7,5,4.149953901767731
0,0.7502306699752808,7,6,4.9001845717430115
0,0.7106056213378906,7,7,5.610790193080902
0,0.6957752108573914,7,8,6.3065654039382935
0,0.7205262184143066,7,9,7.0270916223526
0,0.7105255126953125,8,0,0.7105255126953125
0,0.7006615400314331,8,1,1.4111870527267456
0,0.7155236005783081,8,2,2.1267106533050537
0,0.7353171110153198,8,3,2.8620277643203735
0,0.705539345741272,8,4,3.5675671100616455
0,0.7451722621917725,8,5,4.312739372253418
0,0.7301973104476929,8,6,5.042936682701111
0,0.6957563161849976,8,7,5.738692998886108
0,0.7153323888778687,8,8,6.454025387763977
0,0.7153908014297485,8,9,7.169416189193726
0,0.7152564525604248,9,0,0.7152564525604248
0,0.6857650279998779,9,1,1.4010214805603027
0,0.6955724358558655,9,2,2.096593916416168
0,0.7202633023262024,9,3,2.8168572187423706
0,0.7201507091522217,9,4,3.5370079278945923
0,0.7299426198005676,9,5,4.26695054769516
0,0.7053998708724976,9,6,4.9723504185676575
0,0.6956861615180969,9,7,5.668036580085754
0,0.7004793882369995,9,8,6.368515968322754
0,0.6905062794685364,9,9,7.05902224779129
